id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,position,condition,has_lift,has_balcony,furnished,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur,rent_includes_warmmiete,kaution_months,warmmiete_eur_monthly_usd,year,month
R006416,2/21/2023,Französisch Buchholz,Pankow,medium,52.59306,13.42664,3_room,3,96,5,6,altbau_pre_1949,E,vorderhaus,saniert,TRUE,FALSE,FALSE,Siemensdamm,U7,163,9.15,917,392,1309,9.55,TRUE,3,1413,2023,2
R006417,8/18/2025,Neukölln (Ort),Neukölln,medium,52.49372,13.44141,4_room,4,114.1,3,6,post_war_1949_1990,D,seitenflügel,saniert,FALSE,TRUE,FALSE,Gesundbrunnen U,U8,102,4.99,1136,350,1486,9.95,FALSE,3,1604,2025,8
R006418,7/3/2025,Plänterwald,Treptow-Köpenick,medium,52.4918,13.48187,4_room,4,115.6,4,4,altbau_pre_1949,H,vorderhaus,modernisiert,FALSE,TRUE,TRUE,Greifswalder Straße,S Ringbahn,80,7.56,1483,310,1793,12.83,FALSE,3,1936,2025,7
R006419,9/9/2020,Wittenau,Reinickendorf,low,52.59923,13.34449,2_room,2,59.4,4,5,post_war_1949_1990,F,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Wittenau U,U8,3,9.49,413,225,637,6.95,FALSE,3,688,2020,9
R006420,3/25/2021,Plänterwald,Treptow-Köpenick,medium,52.47672,13.47403,2_room,2,65.6,1,4,altbau_pre_1949,H,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Schlesisches Tor,U1,40,7.87,438,196,634,6.68,FALSE,3,685,2021,3
R006421,3/3/2021,Lichtenberg (Ort),Lichtenberg,medium,52.52672,13.48157,1_room,1,24.6,5,6,altbau_pre_1949,H,hinterhaus,saniert,FALSE,TRUE,FALSE,Hermannplatz,U7,74,7.12,150,92,242,6.12,TRUE,3,261,2021,3
R006422,5/11/2020,Moabit,Mitte,medium,52.53532,13.34783,2_room,2,59.6,5,8,altbau_pre_1949,G,gartenhaus,modernisiert,TRUE,TRUE,FALSE,Eisenacher Straße,U7,60,2.93,902,183,1085,15.14,FALSE,1,1172,2020,5
R006423,6/30/2025,Baumschulenweg,Treptow-Köpenick,medium,52.45448,13.47345,3_room,3,69,4,5,post_war_1949_1990,G,vorderhaus,renoviert,TRUE,TRUE,TRUE,Sonnenallee,S Ringbahn,19,9.45,640,199,839,9.27,TRUE,2,906,2025,6
R006424,2/19/2022,Französisch Buchholz,Pankow,medium,52.6054,13.40601,4_room,4,105.4,0,4,modern_1990_2010,C,seitenflügel,modernisiert,TRUE,FALSE,FALSE,Grenzallee,U7,190,10.09,920,310,1230,8.73,FALSE,3,1328,2022,2
R006425,8/20/2024,Rummelsburg,Lichtenberg,medium,52.50375,13.49654,3_room,3,106.7,1,4,altbau_pre_1949,G,seitenflügel,renoviert,FALSE,TRUE,FALSE,Treptower Park,S Ringbahn,23,8.16,1244,293,1537,11.66,TRUE,3,1660,2024,8
R006426,11/28/2023,Steglitz,Steglitz-Zehlendorf,medium,52.45356,13.31649,4_room,4,113.8,5,5,post_war_1949_1990,F,hinterhaus,modernisiert,TRUE,FALSE,FALSE,Lichterfelde West,S1,52,8.11,1234,514,1747,10.84,FALSE,2,1887,2023,11
R006427,6/7/2024,Gesundbrunnen,Mitte,medium,52.55229,13.37647,4_room,4,113.3,2,3,altbau_pre_1949,E,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Osloer Straße,U8,11,4,1826,406,2232,16.12,TRUE,3,2410,2024,6
R006428,12/12/2021,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.47901,13.31911,2_room,2,39.9,2,5,altbau_pre_1949,G,vorderhaus,kernsaniert,FALSE,FALSE,TRUE,Hohenzollerndamm S,S Ringbahn,5,5.74,704,111,815,17.65,TRUE,3,880,2021,12
R006429,7/30/2022,Staaken,Spandau,low,52.53524,13.14189,3_room,3,95.6,2,4,altbau_pre_1949,H,seitenflügel,kernsaniert,FALSE,TRUE,TRUE,Moritzplatz,U8,225,16.09,607,402,1009,6.35,TRUE,3,1089,2022,7
R006430,12/1/2025,Gropiusstadt,Neukölln,low,52.42506,13.44951,1_room,1,37.7,0,4,modern_1990_2010,B,hinterhaus,kernsaniert,TRUE,TRUE,FALSE,Lipschitzallee,U7,5,11.25,351,119,470,9.3,TRUE,3,507,2025,12
R006431,8/18/2020,Neukölln (Ort),Neukölln,medium,52.47731,13.43515,2_room,2,80.8,4,5,post_war_1949_1990,E,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Rathaus Neukölln,U7,5,5.82,796,203,998,9.84,FALSE,1,1078,2020,8
R006432,1/28/2021,Wedding,Mitte,medium,52.54397,13.33072,2_room,2,67,5,5,new_post_2010,A_plus,vorderhaus,renoviert,TRUE,FALSE,FALSE,Schöneberg S,S Ringbahn,94,4.42,1059,194,1253,15.81,FALSE,2,1353,2021,1
R006433,2/23/2022,Hermsdorf,Reinickendorf,medium,52.6136,13.30262,2_room,2,68.2,6,6,modern_1990_2010,A_plus,hinterhaus,modernisiert,TRUE,FALSE,FALSE,Hackescher Markt,Stadtbahn,148,11.95,844,269,1113,12.38,FALSE,2,1202,2022,2
R006434,7/20/2025,Mariendorf,Tempelhof-Schöneberg,medium,52.44793,13.38519,4_room,4,134.9,0,4,altbau_pre_1949,C,vorderhaus,saniert,FALSE,FALSE,TRUE,Voltastraße,U8,145,7.62,2083,485,2568,15.44,FALSE,2,2773,2025,7
R006435,1/30/2025,Schmöckwitz,Treptow-Köpenick,medium,52.37641,13.64217,2_room,2,68.3,8,8,altbau_pre_1949,G,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Weinmeisterstraße,U8,285,23.73,941,264,1205,13.77,TRUE,3,1301,2025,1
R006436,4/5/2020,Baumschulenweg,Treptow-Köpenick,medium,52.45867,13.49124,2_room,2,64.1,1,6,new_post_2010,A,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Neukölln S,S Ringbahn,31,10.01,810,176,986,12.65,FALSE,3,1065,2020,4
R006437,4/7/2022,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.47927,13.30752,2_room,2,61.2,3,3,altbau_pre_1949,F,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Heidelberger Platz,S Ringbahn,24,6.29,1218,176,1393,19.88,FALSE,2,1504,2022,4
R006438,2/14/2022,Steglitz,Steglitz-Zehlendorf,medium,52.46753,13.3344,1_room,1,37.9,2,5,new_post_2010,D,gartenhaus,renoviert,TRUE,TRUE,FALSE,Mendelssohn-Bartholdy,U2,75,6.16,595,143,738,15.72,TRUE,2,797,2022,2
R006439,3/21/2021,Gatow,Spandau,medium,52.48582,13.19248,3_room,3,103.5,1,3,new_post_2010,A,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Altstadt Spandau,U7,81,12.99,989,349,1339,9.55,FALSE,3,1446,2021,3
R006440,1/9/2025,Steglitz,Steglitz-Zehlendorf,medium,52.44437,13.3225,1_room,1,43.4,2,5,post_war_1949_1990,C,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Moritzplatz,U8,90,8.83,567,141,707,13.04,TRUE,2,764,2025,1
R006441,10/20/2020,Tegel,Reinickendorf,medium,52.57427,13.29142,3_room,3,82.8,4,4,post_war_1949_1990,G,vorderhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Rathaus Reinickendorf,U8,37,8.69,476,213,689,5.75,FALSE,2,744,2020,10
R006442,2/4/2025,Blankenburg,Pankow,low,52.59819,13.45478,2_room,2,55,0,4,altbau_pre_1949,G,vorderhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Zoologischer Garten,U2,159,10.49,621,180,801,11.29,TRUE,3,865,2025,2
R006443,8/29/2022,Treptow,Treptow-Köpenick,medium,52.48734,13.45421,1_room,1,42.5,0,4,post_war_1949_1990,D,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Ostkreuz,S Ringbahn,17,6.1,428,157,586,10.09,FALSE,3,632,2022,8
R006444,2/26/2026,Rudow,Neukölln,low,52.41796,13.47975,2_room,2,63.9,4,4,post_war_1949_1990,F,gartenhaus,kernsaniert,FALSE,TRUE,FALSE,Zwickauer Damm,U7,5,12.94,462,163,625,7.23,FALSE,1,675,2026,2
R006445,11/2/2021,Gatow,Spandau,medium,52.49042,13.19116,4_room,4,140.2,3,5,modern_1990_2010,A,vorderhaus,saniert,TRUE,FALSE,FALSE,Wilmersdorfer Straße,U7,108,12.95,1533,532,2064,10.93,FALSE,3,2229,2021,11
R006446,2/12/2022,Reinickendorf (Ort),Reinickendorf,low,52.57085,13.35304,4_room,4,134.1,1,5,altbau_pre_1949,G,hinterhaus,saniert,TRUE,TRUE,FALSE,Jungfernheide U,U7,56,6.29,981,364,1344,7.31,FALSE,2,1452,2022,2
R006447,4/14/2026,Hansaviertel,Mitte,high,52.52584,13.32868,2_room,2,59.4,2,5,altbau_pre_1949,G,seitenflügel,saniert,TRUE,TRUE,FALSE,Zoologischer Garten,U2,18,3.48,1258,219,1476,21.19,TRUE,3,1595,2026,4
R006448,7/1/2025,Lübars,Reinickendorf,medium,52.61904,13.34249,4_room,4,114,1,5,altbau_pre_1949,E,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Rathaus Reinickendorf,U8,41,11.67,1511,303,1814,13.26,FALSE,3,1959,2025,7
R006449,5/19/2020,Borsigwalde,Reinickendorf,low,52.58996,13.30799,2_room,2,52.5,5,5,post_war_1949_1990,E,hinterhaus,modernisiert,TRUE,TRUE,FALSE,Zoologischer Garten,U2,111,9.45,260,140,399,4.95,FALSE,3,431,2020,5
R006450,2/26/2023,Reinickendorf (Ort),Reinickendorf,low,52.55499,13.33061,3_room,3,79.5,4,5,modern_1990_2010,E,seitenflügel,modernisiert,TRUE,TRUE,FALSE,Bernauer Straße,U8,65,5.35,927,422,1348,11.66,FALSE,2,1456,2023,2
R006451,1/13/2021,Konradshöhe,Reinickendorf,medium,52.6013,13.21422,4_room,4,121.3,2,3,new_post_2010,B,vorderhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Hackescher Markt,Stadtbahn,185,14.54,1637,424,2061,13.49,FALSE,3,2226,2021,1
R006452,11/6/2025,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.48327,13.31959,3_room,3,103.9,5,5,post_war_1949_1990,E,vorderhaus,renoviert,FALSE,TRUE,FALSE,Konstanzer Straße,U7,10,5.38,2066,391,2456,19.88,FALSE,2,2653,2025,11
R006453,6/5/2022,Heiligensee,Reinickendorf,medium,52.6161,13.22884,2_room,2,70.2,1,5,post_war_1949_1990,D,gartenhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Schönhauser Allee,S Ringbahn,170,14.98,565,281,845,8.04,FALSE,2,913,2022,6
R006454,10/20/2023,Kladow,Spandau,medium,52.45402,13.16072,3_room,3,92.3,1,6,altbau_pre_1949,F,vorderhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Zwickauer Damm,U7,286,16.24,921,389,1310,9.98,TRUE,3,1415,2023,10
R006455,3/7/2020,Mitte (Ort),Mitte,high,52.51412,13.4187,3_room,3,95.8,4,4,altbau_pre_1949,D,hinterhaus,modernisiert,FALSE,FALSE,FALSE,Spittelmarkt,U2,11,2.78,1721,265,1985,17.96,FALSE,3,2144,2020,3
R006456,9/10/2024,Falkenberg,Lichtenberg,low,52.59845,13.55098,1_room,1,40.9,3,4,post_war_1949_1990,F,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Bülowstraße,U2,186,14.85,305,103,408,7.45,FALSE,2,440,2024,9
R006457,7/1/2021,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.52254,13.28396,1_room,1,33.9,0,3,post_war_1949_1990,C,vorderhaus,renoviert,FALSE,TRUE,TRUE,Wilmersdorfer Straße,U7,42,6.38,378,129,507,11.16,FALSE,2,548,2021,7
R006458,4/22/2021,Französisch Buchholz,Pankow,medium,52.59757,13.41213,2_room,2,54.9,3,5,altbau_pre_1949,H,hinterhaus,modernisiert,FALSE,TRUE,TRUE,Rathaus Spandau,U7,208,9.33,311,168,479,5.67,FALSE,3,518,2021,4
R006459,6/11/2023,Reinickendorf (Ort),Reinickendorf,low,52.57625,13.31736,3_room,3,85.6,4,6,post_war_1949_1990,E,gartenhaus,saniert,FALSE,TRUE,FALSE,Jakob-Kaiser-Platz,U7,48,7.82,798,292,1091,9.33,FALSE,3,1178,2023,6
R006460,4/3/2020,Frohnau,Reinickendorf,medium,52.61726,13.28856,4_room,4,68.3,1,8,post_war_1949_1990,E,vorderhaus,saniert,TRUE,FALSE,FALSE,Sonnenallee,S Ringbahn,253,12.74,454,252,707,6.65,TRUE,3,763,2020,4
R006461,11/26/2022,Gatow,Spandau,medium,52.48458,13.17676,2_room,2,55.9,0,4,post_war_1949_1990,F,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Mexikoplatz,S1,58,14.05,409,261,670,7.32,FALSE,3,724,2022,11
R006462,11/25/2021,Grunewald,Charlottenburg-Wilmersdorf,high,52.48614,13.25164,3_room,3,60.7,2,3,post_war_1949_1990,E,vorderhaus,renoviert,FALSE,FALSE,TRUE,Westkreuz,S Ringbahn,35,9.17,1036,205,1241,17.07,FALSE,3,1340,2021,11
R006463,4/19/2020,Lankwitz,Steglitz-Zehlendorf,medium,52.42771,13.33858,3_room,3,85.2,0,6,post_war_1949_1990,C,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Berliner Straße,U7,66,10.2,863,292,1155,10.14,FALSE,1,1248,2020,4
R006464,9/21/2021,Alt-Treptow,Treptow-Köpenick,medium,52.49048,13.45097,2_room,2,50.1,0,5,altbau_pre_1949,H,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Karl-Marx-Straße,U7,23,5.73,452,152,604,9.03,FALSE,2,652,2021,9
R006465,6/23/2025,Grünau,Treptow-Köpenick,medium,52.4173,13.56547,4_room,4,94.1,1,3,post_war_1949_1990,F,gartenhaus,kernsaniert,FALSE,TRUE,FALSE,Leinestraße,U8,140,16.82,1122,299,1422,11.93,FALSE,3,1535,2025,6
R006466,9/26/2024,Mariendorf,Tempelhof-Schöneberg,medium,52.43219,13.38563,2_room,2,47,3,3,altbau_pre_1949,F,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Friedenau S,S1,68,9.37,586,139,725,12.46,FALSE,2,783,2024,9
R006467,5/27/2024,Gatow,Spandau,medium,52.48506,13.19156,4_room,4,141.4,5,6,modern_1990_2010,D,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Bismarckstraße,U7,112,13.07,1518,471,1990,10.74,FALSE,2,2149,2024,5
R006468,5/20/2021,Rudow,Neukölln,low,52.4276,13.49358,2_room,2,64.2,2,8,post_war_1949_1990,B,vorderhaus,renoviert,TRUE,FALSE,FALSE,Lipschitzallee,U7,26,12.6,518,165,683,8.06,FALSE,2,737,2021,5
R006469,5/11/2023,Müggelheim,Treptow-Köpenick,low,52.4158,13.68006,2_room,2,51.8,1,5,modern_1990_2010,B,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Hermannstraße,U8,215,23.33,664,211,875,12.83,TRUE,2,945,2023,5
R006470,3/18/2022,Lichtenrade,Tempelhof-Schöneberg,low,52.40109,13.40608,2_room,2,52.3,2,5,altbau_pre_1949,H,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Grenzallee,U7,97,12.95,314,197,511,6,TRUE,3,552,2022,3
R006471,3/1/2022,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.52254,13.30565,2_room,2,34.8,1,3,altbau_pre_1949,B,gartenhaus,modernisiert,FALSE,FALSE,FALSE,Ernst-Reuter-Platz,U2,15,4.92,786,132,918,22.63,FALSE,3,992,2022,3
R006472,2/12/2024,Blankenburg,Pankow,low,52.59881,13.45529,2_room,2,56.3,2,5,modern_1990_2010,D,seitenflügel,saniert,TRUE,FALSE,TRUE,Halemweg,U7,163,10.57,575,220,795,10.21,TRUE,2,858,2024,2
R006473,4/3/2020,Mitte (Ort),Mitte,high,52.50971,13.40555,4_room,4,99,2,3,new_post_2010,C,gartenhaus,saniert,TRUE,FALSE,FALSE,Mohrenstraße,U2,19,2.02,1891,344,2235,19.11,FALSE,1,2414,2020,4
R006474,9/28/2023,Nikolassee,Steglitz-Zehlendorf,high,52.42283,13.19902,2_room,2,78.1,2,6,post_war_1949_1990,G,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Nikolassee,S1,0,15.95,1152,355,1507,14.76,FALSE,3,1628,2023,9
R006475,1/29/2025,Buch,Pankow,low,52.64612,13.50377,1_room,1,35,5,5,modern_1990_2010,B,vorderhaus,saniert,FALSE,FALSE,TRUE,Lipschitzallee,U7,283,16.76,405,119,524,11.57,FALSE,2,566,2025,1
R006476,9/27/2025,Dahlem,Steglitz-Zehlendorf,high,52.45089,13.28468,3_room,3,72.7,2,6,post_war_1949_1990,E,hinterhaus,renoviert,FALSE,TRUE,FALSE,Halemweg,U7,118,9.62,1166,237,1402,16.04,FALSE,1,1514,2025,9
R006477,12/8/2024,Tiergarten,Mitte,high,52.52552,13.34328,2_room,2,66.5,2,4,modern_1990_2010,F,vorderhaus,saniert,TRUE,TRUE,FALSE,Mehringdamm,U7,46,2.54,1243,243,1486,18.7,FALSE,2,1604,2024,12
R006478,6/3/2022,Müggelheim,Treptow-Köpenick,low,52.41019,13.69085,3_room,3,89.1,3,4,post_war_1949_1990,F,vorderhaus,saniert,TRUE,TRUE,FALSE,Rosenthaler Platz,U8,273,24.28,669,272,941,7.51,FALSE,3,1017,2022,6
R006479,2/25/2020,Mahlsdorf,Marzahn-Hellersdorf,low,52.50029,13.63158,3_room,3,109.8,0,3,post_war_1949_1990,F,vorderhaus,saniert,FALSE,TRUE,FALSE,Rathaus Neukölln,U7,152,17.27,562,364,926,5.11,TRUE,3,1000,2020,2
R006480,7/4/2024,Hellersdorf,Marzahn-Hellersdorf,low,52.52825,13.59806,1_room,1,43.9,5,5,post_war_1949_1990,E,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Hermannstraße S,S Ringbahn,173,14.97,303,142,445,6.91,FALSE,3,481,2024,7
R006481,9/12/2023,Biesdorf,Marzahn-Hellersdorf,low,52.50781,13.55088,4_room,4,118.5,5,6,post_war_1949_1990,E,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Prinzenstraße,U1,115,11.76,1021,619,1640,8.62,TRUE,1,1771,2023,9
R006482,3/10/2026,Karow,Pankow,low,52.62011,13.4764,2_room,2,64.1,0,3,post_war_1949_1990,E,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Heidelberger Platz,S Ringbahn,222,13.33,842,178,1020,13.12,TRUE,2,1101,2026,3
R006483,5/26/2022,Hellersdorf,Marzahn-Hellersdorf,low,52.53598,13.59975,1_room,1,26.8,1,4,modern_1990_2010,E,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Leinestraße,U8,164,15.18,217,83,300,8.07,TRUE,2,324,2022,5
R006484,6/7/2025,Biesdorf,Marzahn-Hellersdorf,low,52.50952,13.55021,2_room,2,61.8,1,4,post_war_1949_1990,G,seitenflügel,modernisiert,FALSE,TRUE,FALSE,Treptower Park,S Ringbahn,77,11.7,293,204,497,4.75,TRUE,2,537,2025,6
R006485,7/5/2024,Müggelheim,Treptow-Köpenick,low,52.413,13.66907,2_room,2,37.5,3,4,altbau_pre_1949,G,seitenflügel,modernisiert,FALSE,TRUE,FALSE,Schönleinstraße,U8,231,22.84,333,135,467,8.86,FALSE,3,505,2024,7
R006486,10/27/2024,Lichtenberg (Ort),Lichtenberg,medium,52.512,13.50144,4_room,4,115.8,2,5,post_war_1949_1990,D,seitenflügel,kernsaniert,TRUE,FALSE,FALSE,Boddinstraße,U8,73,8.39,1329,360,1689,11.47,FALSE,2,1824,2024,10
R006487,6/15/2023,Siemensstadt,Spandau,low,52.53702,13.25701,3_room,3,77.1,2,3,post_war_1949_1990,E,hinterhaus,kernsaniert,FALSE,FALSE,FALSE,Siemensdamm,U7,13,8.48,600,364,964,7.79,FALSE,2,1041,2023,6
R006488,12/31/2021,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.53293,13.30444,1_room,1,32.2,2,3,post_war_1949_1990,D,seitenflügel,saniert,FALSE,FALSE,FALSE,Jungfernheide U,U7,3,5.29,380,95,475,11.8,FALSE,3,513,2021,12
R006489,6/23/2024,Buckow,Neukölln,low,52.41372,13.44086,2_room,2,59.2,4,5,altbau_pre_1949,H,vorderhaus,saniert,FALSE,FALSE,FALSE,Rosenthaler Platz,U8,138,12.18,501,207,708,8.47,FALSE,3,764,2024,6
R006490,10/21/2025,Konradshöhe,Reinickendorf,medium,52.59688,13.22227,2_room,2,53.7,3,6,post_war_1949_1990,F,hinterhaus,renovierungsbedürftig,TRUE,TRUE,TRUE,Rathaus Spandau,U7,94,13.81,424,148,572,7.89,FALSE,3,618,2025,10
R006491,9/2/2023,Tiergarten,Mitte,high,52.51008,13.35047,1_room,1,45.9,3,3,altbau_pre_1949,H,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Residenzstraße,U8,66,1.97,809,212,1021,17.63,FALSE,3,1103,2023,9
R006492,3/13/2022,Lübars,Reinickendorf,medium,52.60794,13.35919,4_room,4,132.1,1,4,modern_1990_2010,F,hinterhaus,kernsaniert,TRUE,TRUE,FALSE,Beusselstraße,S Ringbahn,100,10.27,1158,409,1567,8.77,FALSE,3,1692,2022,3
R006493,4/22/2020,Gatow,Spandau,medium,52.48273,13.18681,4_room,4,127.7,1,3,altbau_pre_1949,G,seitenflügel,modernisiert,FALSE,TRUE,FALSE,Gneisenaustraße,U7,180,13.45,807,463,1270,6.32,TRUE,3,1371,2020,4
R006494,8/16/2025,Prenzlauer Berg,Pankow,high,52.54005,13.41527,4_room,4,66.8,1,3,modern_1990_2010,B,hinterhaus,renovierungsbedürftig,TRUE,TRUE,TRUE,Hausvogteiplatz,U2,42,3.67,1300,246,1546,19.47,TRUE,2,1670,2025,8
R006495,6/3/2020,Karlshorst,Lichtenberg,medium,52.47983,13.53611,2_room,2,45.2,0,5,post_war_1949_1990,E,seitenflügel,renovierungsbedürftig,TRUE,TRUE,FALSE,Treptower Park,S Ringbahn,56,11.46,372,130,502,8.23,TRUE,3,542,2020,6
R006496,10/26/2021,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.47854,13.30366,3_room,3,88.9,0,5,post_war_1949_1990,D,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Stadtmitte,U2,93,6.54,1214,344,1557,13.65,FALSE,2,1682,2021,10
R006497,1/31/2025,Marzahn,Marzahn-Hellersdorf,low,52.56035,13.54935,2_room,2,75.6,1,3,post_war_1949_1990,E,vorderhaus,kernsaniert,FALSE,FALSE,TRUE,Prenzlauer Allee S,S Ringbahn,100,12.6,522,226,748,6.9,TRUE,2,808,2025,1
R006498,8/21/2020,Lankwitz,Steglitz-Zehlendorf,medium,52.43209,13.34481,1_room,1,24,5,6,modern_1990_2010,D,gartenhaus,kernsaniert,TRUE,TRUE,FALSE,Möckernbrücke,U1,91,9.63,228,80,308,9.5,TRUE,2,332,2020,8
R006499,11/4/2025,Siemensstadt,Spandau,low,52.52959,13.25043,1_room,1,25,1,8,new_post_2010,A_plus,hinterhaus,renoviert,FALSE,TRUE,FALSE,Südstern,U7,142,8.74,363,96,460,14.54,FALSE,3,496,2025,11
R006500,4/10/2021,Heiligensee,Reinickendorf,medium,52.61676,13.25358,2_room,2,52.6,3,5,altbau_pre_1949,D,vorderhaus,modernisiert,FALSE,TRUE,TRUE,Karl-Bonhoeffer-Nervenklinik,U8,96,13.97,348,206,554,6.62,TRUE,3,598,2021,4
R006501,6/19/2022,Frohnau,Reinickendorf,medium,52.62703,13.29293,3_room,3,97.9,6,6,altbau_pre_1949,F,seitenflügel,kernsaniert,TRUE,TRUE,FALSE,Lichterfelde West,S1,270,13.58,881,328,1209,9,FALSE,2,1306,2022,6
R006502,4/25/2022,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.47673,13.3016,3_room,3,93.8,3,5,altbau_pre_1949,G,gartenhaus,saniert,FALSE,TRUE,FALSE,Hohenzollerndamm S,S Ringbahn,30,6.77,1168,253,1421,12.46,TRUE,2,1534,2022,4
R006503,1/6/2025,Treptow,Treptow-Köpenick,medium,52.48361,13.46722,1_room,1,54,3,8,altbau_pre_1949,G,vorderhaus,saniert,FALSE,FALSE,FALSE,Neukölln,U7,40,7.07,550,147,696,10.18,TRUE,3,752,2025,1
R006504,12/18/2025,Halensee,Charlottenburg-Wilmersdorf,high,52.49246,13.27958,3_room,3,81.3,0,5,post_war_1949_1990,E,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Theodor-Heuss-Platz,U2,26,7.15,1739,218,1957,21.38,TRUE,2,2113,2025,12
R006505,6/6/2022,Pankow (Ort),Pankow,medium,52.57349,13.40402,1_room,1,41.8,6,6,new_post_2010,C,vorderhaus,renoviert,TRUE,TRUE,FALSE,Warschauer Straße,U1,93,6.6,557,157,714,13.34,FALSE,3,771,2022,6
R006506,5/1/2025,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51498,13.46171,2_room,2,63.2,7,8,post_war_1949_1990,G,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Jannowitzbrücke,Stadtbahn,34,5.69,1170,243,1414,18.52,FALSE,3,1527,2025,5
R006507,4/26/2025,Britz,Neukölln,low,52.45335,13.42007,1_room,1,32.6,1,6,altbau_pre_1949,G,gartenhaus,renoviert,FALSE,TRUE,FALSE,Blaschkoallee,U7,11,7.56,401,119,520,12.3,FALSE,1,562,2025,4
R006508,3/20/2026,Blankenburg,Pankow,low,52.58559,13.45054,4_room,4,117.6,0,6,post_war_1949_1990,D,seitenflügel,saniert,TRUE,TRUE,FALSE,Hackescher Markt,Stadtbahn,109,9.14,1220,407,1628,10.38,FALSE,2,1758,2026,3
R006509,11/2/2025,Falkenberg,Lichtenberg,low,52.58736,13.54157,2_room,2,52.3,6,8,modern_1990_2010,B,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Gesundbrunnen U,U8,135,13.61,606,190,796,11.6,FALSE,3,860,2025,11
R006510,5/8/2020,Karlshorst,Lichtenberg,medium,52.48824,13.52236,2_room,2,75.8,0,4,post_war_1949_1990,C,hinterhaus,saniert,TRUE,TRUE,FALSE,Hackescher Markt,Stadtbahn,120,10.28,560,269,830,7.39,FALSE,2,896,2020,5
R006511,8/27/2024,Rudow,Neukölln,low,52.41119,13.48575,2_room,2,53.8,1,5,altbau_pre_1949,G,seitenflügel,renovierungsbedürftig,FALSE,FALSE,FALSE,Rudow,U7,1,13.79,562,149,711,10.45,FALSE,2,768,2024,8
R006512,8/18/2020,Schmöckwitz,Treptow-Köpenick,medium,52.37627,13.64493,3_room,3,68.6,0,3,post_war_1949_1990,E,seitenflügel,saniert,FALSE,FALSE,FALSE,Klosterstraße,U2,272,23.88,495,263,759,7.22,TRUE,2,819,2020,8
R006513,7/14/2023,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51761,13.46101,1_room,1,21.1,1,5,altbau_pre_1949,B,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Ostkreuz,S Ringbahn,25,5.64,636,97,733,30.11,FALSE,3,792,2023,7
R006514,5/12/2022,Kreuzberg,Friedrichshain-Kreuzberg,high,52.49772,13.40277,4_room,4,83.2,2,6,altbau_pre_1949,G,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Warschauer Straße,U1,42,2.67,1001,312,1313,12.03,TRUE,3,1418,2022,5
